26
700.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,52.0,75.0,0.0,3272.0,10.0,90.0,45.0,1
2,1,22.0,85.0,0.0,3260.0,10.0,90.0,45.0,1
3,1,25.0,50.0,0.0,3285.0,10.0,90.0,45.0,1
4,1,35.0,69.0,2698.0,2858.0,10.0,90.0,45.0,1
5,1,15.0,80.0,0.0,3260.0,10.0,90.0,45.0,1
6,1,28.0,70.0,2601.0,2761.0,10.0,90.0,45.0,1
7,1,35.0,66.0,2791.0,2951.0,10.0,90.0,45.0,1
8,1,42.0,65.0,0.0,3284.0,10.0,90.0,45.0,1
9,1,60.0,66.0,1261.0,1421.0,10.0,90.0,45.0,1
10,1,62.0,69.0,0.0,3270.0,10.0,90.0,45.0,1
11,1,14.0,66.0,1643.0,1803.0,10.0,90.0,45.0,1
12,1,30.0,50.0,0.0,3290.0,10.0,90.0,45.0,1
13,1,34.0,60.0,2887.0,3047.0,20.0,90.0,45.0,1
14,1,16.0,42.0,497.0,657.0,20.0,90.0,45.0,1
15,1,25.0,85.0,0.0,3261.0,20.0,90.0,45.0,1
16,1,28.0,52.0,22.0,182.0,20.0,90.0,45.0,1
17,1,30.0,56.0,0.0,3288.0,20.0,90.0,45.0,1
18,1,18.0,75.0,2311.0,2471.0,20.0,90.0,45.0,1
19,1,15.0,75.0,0.0,3264.0,20.0,90.0,45.0,1
20,1,58.0,70.0,0.0,3273.0,20.0,90.0,45.0,1
21,1,22.0,75.0,2405.0,2565.0,30.0,90.0,45.0,0
22,1,45.0,70.0,0.0,3279.0,30.0,90.0,45.0,0
23,1,20.0,80.0,2216.0,2376.0,40.0,90.0,45.0,0
24,1,20.0,85.0,0.0,3259.0,40.0,90.0,45.0,0
25,1,22.0,66.0,2504.0,2664.0,40.0,90.0,45.0,0
