51
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,5.0,35.0,653.0,773.0,10.0,10.0,5.0,1
2,1,38.0,15.0,0.0,914.0,10.0,10.0,5.0,1
3,1,90.0,35.0,0.0,897.0,10.0,10.0,5.0,1
4,1,88.0,30.0,246.0,366.0,10.0,10.0,5.0,1
5,1,40.0,5.0,0.0,905.0,10.0,10.0,5.0,1
6,1,42.0,15.0,0.0,914.0,10.0,10.0,5.0,1
7,1,87.0,30.0,0.0,898.0,10.0,10.0,5.0,1
8,1,85.0,25.0,80.0,200.0,10.0,10.0,5.0,1
9,1,65.0,82.0,0.0,909.0,10.0,10.0,5.0,1
10,1,5.0,45.0,0.0,914.0,10.0,10.0,5.0,1
11,1,42.0,12.0,440.0,560.0,10.0,10.0,5.0,1
12,1,92.0,30.0,0.0,894.0,10.0,10.0,5.0,1
13,1,55.0,80.0,33.0,153.0,10.0,10.0,5.0,1
14,1,15.0,80.0,367.0,487.0,10.0,10.0,5.0,1
15,1,55.0,82.0,217.0,337.0,10.0,10.0,5.0,1
16,1,20.0,82.0,37.0,157.0,10.0,10.0,5.0,1
17,1,18.0,80.0,0.0,912.0,10.0,10.0,5.0,1
18,1,2.0,45.0,0.0,911.0,10.0,10.0,5.0,1
19,1,22.0,85.0,0.0,910.0,10.0,10.0,5.0,1
20,1,42.0,5.0,0.0,904.0,10.0,10.0,5.0,1
21,1,60.0,80.0,64.0,184.0,10.0,10.0,5.0,1
22,1,58.0,75.0,376.0,496.0,20.0,10.0,5.0,1
23,1,55.0,85.0,0.0,911.0,20.0,10.0,5.0,1
24,1,67.0,85.0,657.0,777.0,20.0,10.0,5.0,1
25,1,88.0,35.0,0.0,899.0,20.0,10.0,5.0,1
26,1,25.0,85.0,0.0,911.0,20.0,10.0,5.0,1
27,1,35.0,5.0,784.0,904.0,20.0,10.0,5.0,1
28,1,8.0,45.0,0.0,917.0,20.0,10.0,5.0,1
29,1,20.0,85.0,0.0,909.0,20.0,10.0,5.0,1
30,1,18.0,75.0,388.0,508.0,20.0,10.0,5.0,1
31,1,44.0,5.0,0.0,904.0,20.0,10.0,5.0,1
32,1,0.0,45.0,703.0,823.0,20.0,10.0,5.0,1
33,1,15.0,75.0,0.0,914.0,20.0,10.0,5.0,1
34,1,0.0,40.0,0.0,908.0,20.0,10.0,5.0,1
35,1,10.0,35.0,371.0,491.0,20.0,10.0,5.0,1
36,1,2.0,40.0,174.0,294.0,20.0,10.0,5.0,1
37,1,95.0,35.0,146.0,266.0,20.0,10.0,5.0,1
38,1,22.0,75.0,0.0,919.0,30.0,10.0,5.0,1
39,1,10.0,40.0,519.0,639.0,30.0,10.0,5.0,1
40,1,95.0,30.0,0.0,891.0,30.0,10.0,5.0,1
41,1,62.0,80.0,278.0,398.0,30.0,10.0,5.0,0
42,1,85.0,35.0,0.0,902.0,30.0,10.0,5.0,0
43,1,38.0,5.0,201.0,321.0,30.0,10.0,5.0,0
44,1,60.0,85.0,329.0,449.0,30.0,10.0,5.0,0
45,1,72.0,35.0,0.0,914.0,30.0,10.0,5.0,0
46,1,8.0,40.0,195.0,315.0,40.0,10.0,5.0,0
47,1,65.0,85.0,43.0,163.0,40.0,10.0,5.0,0
48,1,42.0,10.0,0.0,909.0,40.0,10.0,5.0,0
49,1,40.0,15.0,375.0,495.0,40.0,10.0,5.0,0
50,1,20.0,80.0,644.0,764.0,40.0,10.0,5.0,0
