101
700.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,52.0,75.0,71.0,711.0,10.0,90.0,45.0,1
2,1,48.0,30.0,253.0,893.0,10.0,90.0,45.0,1
3,1,50.0,30.0,161.0,801.0,10.0,90.0,45.0,1
4,1,38.0,10.0,1390.0,2030.0,10.0,90.0,45.0,1
5,1,42.0,15.0,825.0,1465.0,10.0,90.0,45.0,1
6,1,25.0,35.0,2145.0,2785.0,10.0,90.0,45.0,1
7,1,25.0,30.0,1960.0,2600.0,10.0,90.0,45.0,1
8,1,44.0,25.0,631.0,1271.0,10.0,90.0,45.0,1
9,1,55.0,80.0,167.0,807.0,10.0,90.0,45.0,1
10,1,36.0,40.0,2616.0,3256.0,10.0,90.0,45.0,1
11,1,30.0,35.0,2240.0,2880.0,10.0,90.0,45.0,1
12,1,30.0,30.0,1865.0,2505.0,10.0,90.0,45.0,1
13,1,32.0,20.0,1673.0,2313.0,10.0,90.0,45.0,1
14,1,33.0,35.0,2333.0,2973.0,10.0,90.0,45.0,1
15,1,35.0,32.0,2518.0,3158.0,10.0,90.0,45.0,1
16,1,48.0,20.0,727.0,1367.0,10.0,90.0,45.0,1
17,1,36.0,18.0,1579.0,2219.0,10.0,90.0,45.0,1
18,1,47.0,35.0,348.0,988.0,10.0,90.0,45.0,1
19,1,42.0,30.0,536.0,1176.0,10.0,90.0,45.0,1
20,1,62.0,40.0,2635.0,3275.0,10.0,90.0,45.0,1
21,1,65.0,82.0,548.0,1188.0,10.0,90.0,45.0,1
22,1,60.0,60.0,1211.0,1851.0,10.0,90.0,45.0,1
23,1,60.0,55.0,2639.0,3279.0,10.0,90.0,45.0,1
24,1,56.0,64.0,1115.0,1755.0,10.0,90.0,45.0,1
25,1,66.0,55.0,1496.0,2136.0,10.0,90.0,45.0,1
26,1,47.0,40.0,12.0,652.0,10.0,90.0,45.0,1
27,1,72.0,55.0,1592.0,2232.0,10.0,90.0,45.0,1
28,1,87.0,30.0,2368.0,3008.0,10.0,90.0,45.0,1
29,1,72.0,45.0,2627.0,3267.0,10.0,90.0,45.0,1
30,1,90.0,35.0,1891.0,2531.0,10.0,90.0,45.0,1
31,1,92.0,30.0,2174.0,2814.0,10.0,90.0,45.0,1
32,1,53.0,30.0,68.0,708.0,10.0,90.0,45.0,1
33,1,45.0,35.0,440.0,1080.0,10.0,90.0,45.0,1
34,1,85.0,25.0,2273.0,2913.0,10.0,90.0,45.0,1
35,1,5.0,45.0,1013.0,1653.0,10.0,90.0,45.0,1
36,1,26.0,32.0,2052.0,2692.0,10.0,90.0,45.0,1
37,1,35.0,66.0,2551.0,3191.0,10.0,90.0,45.0,1
38,1,30.0,50.0,10.0,650.0,10.0,90.0,45.0,1
39,1,62.0,69.0,927.0,1567.0,10.0,90.0,45.0,1
40,1,5.0,35.0,636.0,1276.0,10.0,90.0,45.0,1
41,1,60.0,66.0,1021.0,1661.0,10.0,90.0,45.0,1
42,1,42.0,65.0,15.0,655.0,10.0,90.0,45.0,1
43,1,28.0,70.0,2361.0,3001.0,10.0,90.0,45.0,1
44,1,22.0,85.0,1786.0,2426.0,10.0,90.0,45.0,1
45,1,20.0,55.0,63.0,703.0,10.0,90.0,45.0,1
46,1,14.0,66.0,1403.0,2043.0,10.0,90.0,45.0,1
47,1,20.0,50.0,158.0,798.0,10.0,90.0,45.0,1
48,1,35.0,69.0,2458.0,3098.0,10.0,90.0,45.0,1
49,1,23.0,52.0,17.0,657.0,10.0,90.0,45.0,1
50,1,8.0,62.0,1305.0,1945.0,10.0,90.0,45.0,1
51,1,15.0,80.0,1597.0,2237.0,10.0,90.0,45.0,1
52,1,25.0,50.0,15.0,655.0,10.0,90.0,45.0,1
53,1,2.0,40.0,731.0,1371.0,20.0,90.0,45.0,1
54,1,95.0,35.0,1986.0,2626.0,20.0,90.0,45.0,1
55,1,25.0,85.0,1879.0,2519.0,20.0,90.0,45.0,1
56,1,45.0,65.0,15.0,655.0,20.0,90.0,45.0,1
57,1,34.0,60.0,2647.0,3287.0,20.0,90.0,45.0,1
58,1,75.0,55.0,1685.0,2325.0,20.0,90.0,45.0,1
59,1,70.0,58.0,1401.0,2041.0,20.0,90.0,45.0,1
60,1,58.0,70.0,833.0,1473.0,20.0,90.0,45.0,1
61,1,64.0,46.0,2635.0,3275.0,20.0,90.0,45.0,1
62,1,16.0,42.0,257.0,897.0,20.0,90.0,45.0,1
63,1,67.0,85.0,454.0,1094.0,20.0,90.0,45.0,1
64,1,58.0,75.0,738.0,1378.0,20.0,90.0,45.0,1
65,1,78.0,40.0,2562.0,3202.0,20.0,90.0,45.0,1
66,1,18.0,75.0,2071.0,2711.0,20.0,90.0,45.0,1
67,1,55.0,85.0,262.0,902.0,20.0,90.0,45.0,1
68,1,4.0,55.0,1207.0,1847.0,20.0,90.0,45.0,1
69,1,33.0,32.0,2426.0,3066.0,20.0,90.0,45.0,1
70,1,10.0,35.0,541.0,1181.0,20.0,90.0,45.0,1
71,1,15.0,75.0,1502.0,2142.0,20.0,90.0,45.0,1
72,1,0.0,45.0,918.0,1558.0,20.0,90.0,45.0,1
73,1,44.0,5.0,1016.0,1656.0,20.0,90.0,45.0,1
74,1,28.0,52.0,12.0,652.0,20.0,90.0,45.0,1
75,1,8.0,45.0,1106.0,1746.0,20.0,90.0,45.0,1
76,1,50.0,35.0,18.0,658.0,20.0,90.0,45.0,1
77,1,30.0,56.0,2648.0,3288.0,20.0,90.0,45.0,1
78,1,35.0,5.0,1295.0,1935.0,20.0,90.0,45.0,1
79,1,0.0,40.0,823.0,1463.0,30.0,90.0,45.0,1
80,1,10.0,40.0,353.0,993.0,30.0,90.0,45.0,1
81,1,65.0,60.0,1306.0,1946.0,30.0,90.0,45.0,0
82,1,95.0,30.0,2081.0,2721.0,30.0,90.0,45.0,0
83,1,34.0,25.0,1769.0,2409.0,30.0,90.0,45.0,0
84,1,86.0,46.0,1789.0,2429.0,30.0,90.0,45.0,0
85,1,60.0,85.0,357.0,997.0,30.0,90.0,45.0,0
86,1,85.0,35.0,2463.0,3103.0,30.0,90.0,45.0,0
87,1,40.0,5.0,1110.0,1750.0,30.0,90.0,45.0,0
88,1,45.0,70.0,20.0,660.0,30.0,90.0,45.0,0
89,1,38.0,5.0,1202.0,1842.0,30.0,90.0,45.0,0
90,1,22.0,75.0,2165.0,2805.0,30.0,90.0,45.0,0
91,1,62.0,80.0,641.0,1281.0,30.0,90.0,45.0,0
92,1,42.0,58.0,8.0,648.0,40.0,90.0,45.0,0
93,1,20.0,85.0,1694.0,2334.0,40.0,90.0,45.0,0
94,1,22.0,66.0,2264.0,2904.0,40.0,90.0,45.0,0
95,1,42.0,10.0,920.0,1560.0,40.0,90.0,45.0,0
96,1,38.0,15.0,1485.0,2125.0,40.0,90.0,45.0,0
97,1,20.0,80.0,1976.0,2616.0,40.0,90.0,45.0,0
98,1,8.0,40.0,445.0,1085.0,40.0,90.0,45.0,0
99,1,53.0,35.0,19.0,659.0,50.0,90.0,45.0,0
100,1,50.0,40.0,14.0,654.0,50.0,90.0,45.0,0
