51
700.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,52.0,75.0,213.0,568.0,10.0,90.0,45.0,1
2,1,25.0,50.0,23.0,368.0,10.0,90.0,45.0,1
3,1,48.0,20.0,812.0,1281.0,10.0,90.0,45.0,1
4,1,8.0,62.0,1330.0,1919.0,10.0,90.0,45.0,1
5,1,23.0,52.0,93.0,484.0,10.0,90.0,45.0,1
6,1,20.0,50.0,168.0,787.0,10.0,90.0,45.0,1
7,1,20.0,55.0,170.0,595.0,10.0,90.0,45.0,1
8,1,5.0,35.0,666.0,1245.0,10.0,90.0,45.0,1
9,1,5.0,45.0,1076.0,1589.0,10.0,90.0,45.0,1
10,1,36.0,18.0,1612.0,2185.0,10.0,90.0,45.0,1
11,1,35.0,32.0,2599.0,3076.0,10.0,90.0,45.0,1
12,1,33.0,35.0,2463.0,2842.0,10.0,90.0,45.0,1
13,1,32.0,20.0,1745.0,2240.0,10.0,90.0,45.0,1
14,1,30.0,30.0,1932.0,2437.0,10.0,90.0,45.0,1
15,1,30.0,35.0,2348.0,2771.0,10.0,90.0,45.0,1
16,1,36.0,40.0,2715.0,3156.0,10.0,90.0,45.0,1
17,1,14.0,66.0,1519.0,1926.0,10.0,90.0,45.0,1
18,1,30.0,50.0,10.0,645.0,10.0,90.0,45.0,1
19,1,26.0,32.0,2018.0,2725.0,10.0,90.0,45.0,1
20,1,35.0,66.0,2628.0,3113.0,10.0,90.0,45.0,1
21,1,62.0,69.0,1030.0,1463.0,10.0,90.0,45.0,1
22,1,60.0,66.0,1154.0,1527.0,10.0,90.0,45.0,1
23,1,42.0,65.0,15.0,402.0,10.0,90.0,45.0,1
24,1,22.0,85.0,1846.0,2365.0,10.0,90.0,45.0,1
25,1,35.0,69.0,2603.0,2952.0,10.0,90.0,45.0,1
26,1,28.0,70.0,2385.0,2976.0,10.0,90.0,45.0,1
27,1,15.0,80.0,1689.0,2144.0,10.0,90.0,45.0,1
28,1,16.0,42.0,331.0,822.0,20.0,90.0,45.0,1
29,1,33.0,32.0,2529.0,2962.0,20.0,90.0,45.0,1
30,1,58.0,70.0,965.0,1340.0,20.0,90.0,45.0,1
31,1,34.0,60.0,2653.0,3280.0,20.0,90.0,45.0,1
32,1,0.0,45.0,1036.0,1439.0,20.0,90.0,45.0,1
33,1,2.0,40.0,772.0,1329.0,20.0,90.0,45.0,1
34,1,15.0,75.0,1560.0,2083.0,20.0,90.0,45.0,1
35,1,10.0,35.0,585.0,1136.0,20.0,90.0,45.0,1
36,1,25.0,85.0,1985.0,2412.0,20.0,90.0,45.0,1
37,1,4.0,55.0,1268.0,1785.0,20.0,90.0,45.0,1
38,1,18.0,75.0,2143.0,2638.0,20.0,90.0,45.0,1
39,1,28.0,52.0,12.0,505.0,20.0,90.0,45.0,1
40,1,30.0,56.0,2675.0,3288.0,20.0,90.0,45.0,1
41,1,8.0,45.0,1190.0,1661.0,20.0,90.0,45.0,0
42,1,10.0,40.0,448.0,897.0,30.0,90.0,45.0,0
43,1,0.0,40.0,890.0,1395.0,30.0,90.0,45.0,0
44,1,22.0,75.0,2310.0,2659.0,30.0,90.0,45.0,0
45,1,34.0,25.0,1884.0,2293.0,30.0,90.0,45.0,0
46,1,45.0,70.0,22.0,563.0,30.0,90.0,45.0,0
47,1,8.0,40.0,499.0,1030.0,40.0,90.0,45.0,0
48,1,20.0,80.0,2077.0,2514.0,40.0,90.0,45.0,0
49,1,20.0,85.0,1763.0,2264.0,40.0,90.0,45.0,0
50,1,22.0,66.0,2380.0,2787.0,40.0,90.0,45.0,0
