26
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,5.0,35.0,395.0,911.0,10.0,10.0,5.0,1
2,1,40.0,5.0,45.0,517.0,10.0,10.0,5.0,1
3,1,22.0,85.0,353.0,708.0,10.0,10.0,5.0,1
4,1,42.0,15.0,391.0,802.0,10.0,10.0,5.0,1
5,1,15.0,80.0,229.0,624.0,10.0,10.0,5.0,1
6,1,5.0,45.0,35.0,697.0,10.0,10.0,5.0,1
7,1,38.0,15.0,389.0,914.0,10.0,10.0,5.0,1
8,1,44.0,5.0,218.0,571.0,20.0,10.0,5.0,1
9,1,0.0,45.0,394.0,909.0,20.0,10.0,5.0,1
10,1,0.0,40.0,94.0,535.0,20.0,10.0,5.0,1
11,1,2.0,40.0,39.0,528.0,20.0,10.0,5.0,1
12,1,25.0,85.0,388.0,911.0,20.0,10.0,5.0,1
13,1,10.0,35.0,213.0,648.0,20.0,10.0,5.0,1
14,1,15.0,75.0,161.0,558.0,20.0,10.0,5.0,1
15,1,18.0,75.0,228.0,667.0,20.0,10.0,5.0,1
16,1,20.0,85.0,40.0,630.0,20.0,10.0,5.0,1
17,1,8.0,45.0,46.0,519.0,20.0,10.0,5.0,1
18,1,35.0,5.0,386.0,904.0,20.0,10.0,5.0,1
19,1,10.0,40.0,404.0,753.0,30.0,10.0,5.0,1
20,1,22.0,75.0,30.0,546.0,30.0,10.0,5.0,1
21,1,38.0,5.0,45.0,523.0,30.0,10.0,5.0,0
22,1,8.0,40.0,33.0,511.0,40.0,10.0,5.0,0
23,1,42.0,10.0,85.0,542.0,40.0,10.0,5.0,0
24,1,20.0,80.0,425.0,913.0,40.0,10.0,5.0,0
25,1,40.0,15.0,229.0,640.0,40.0,10.0,5.0,0
