51
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,5.0,35.0,653.0,773.0,10.0,10.0,5.0,1
2,1,38.0,15.0,681.0,801.0,10.0,10.0,5.0,1
3,1,90.0,35.0,194.0,314.0,10.0,10.0,5.0,1
4,1,88.0,30.0,246.0,366.0,10.0,10.0,5.0,1
5,1,40.0,5.0,215.0,335.0,10.0,10.0,5.0,1
6,1,42.0,15.0,537.0,657.0,10.0,10.0,5.0,1
7,1,87.0,30.0,621.0,741.0,10.0,10.0,5.0,1
8,1,85.0,25.0,80.0,200.0,10.0,10.0,5.0,1
9,1,65.0,82.0,557.0,677.0,10.0,10.0,5.0,1
10,1,5.0,45.0,35.0,155.0,10.0,10.0,5.0,1
11,1,42.0,12.0,440.0,560.0,10.0,10.0,5.0,1
12,1,92.0,30.0,149.0,269.0,10.0,10.0,5.0,1
13,1,55.0,80.0,33.0,153.0,10.0,10.0,5.0,1
14,1,15.0,80.0,367.0,487.0,10.0,10.0,5.0,1
15,1,55.0,82.0,217.0,337.0,10.0,10.0,5.0,1
16,1,20.0,82.0,37.0,157.0,10.0,10.0,5.0,1
17,1,18.0,80.0,489.0,609.0,10.0,10.0,5.0,1
18,1,2.0,45.0,105.0,225.0,10.0,10.0,5.0,1
19,1,22.0,85.0,471.0,591.0,10.0,10.0,5.0,1
20,1,42.0,5.0,732.0,852.0,10.0,10.0,5.0,1
21,1,60.0,80.0,64.0,184.0,10.0,10.0,5.0,1
22,1,58.0,75.0,376.0,496.0,20.0,10.0,5.0,1
23,1,55.0,85.0,574.0,694.0,20.0,10.0,5.0,1
24,1,67.0,85.0,657.0,777.0,20.0,10.0,5.0,1
25,1,88.0,35.0,165.0,285.0,20.0,10.0,5.0,1
26,1,25.0,85.0,673.0,793.0,20.0,10.0,5.0,1
27,1,35.0,5.0,784.0,904.0,20.0,10.0,5.0,1
28,1,8.0,45.0,223.0,343.0,20.0,10.0,5.0,1
29,1,20.0,85.0,73.0,193.0,20.0,10.0,5.0,1
30,1,18.0,75.0,388.0,508.0,20.0,10.0,5.0,1
31,1,44.0,5.0,335.0,455.0,20.0,10.0,5.0,1
32,1,0.0,45.0,703.0,823.0,20.0,10.0,5.0,1
33,1,15.0,75.0,300.0,420.0,20.0,10.0,5.0,1
34,1,0.0,40.0,255.0,375.0,20.0,10.0,5.0,1
35,1,10.0,35.0,371.0,491.0,20.0,10.0,5.0,1
36,1,2.0,40.0,174.0,294.0,20.0,10.0,5.0,1
37,1,95.0,35.0,146.0,266.0,20.0,10.0,5.0,1
38,1,22.0,75.0,152.0,272.0,30.0,10.0,5.0,1
39,1,10.0,40.0,519.0,639.0,30.0,10.0,5.0,1
40,1,95.0,30.0,529.0,649.0,30.0,10.0,5.0,1
41,1,62.0,80.0,278.0,398.0,30.0,10.0,5.0,0
42,1,85.0,35.0,487.0,607.0,30.0,10.0,5.0,0
43,1,38.0,5.0,201.0,321.0,30.0,10.0,5.0,0
44,1,60.0,85.0,329.0,449.0,30.0,10.0,5.0,0
45,1,72.0,35.0,507.0,627.0,30.0,10.0,5.0,0
46,1,8.0,40.0,195.0,315.0,40.0,10.0,5.0,0
47,1,65.0,85.0,43.0,163.0,40.0,10.0,5.0,0
48,1,42.0,10.0,254.0,374.0,40.0,10.0,5.0,0
49,1,40.0,15.0,375.0,495.0,40.0,10.0,5.0,0
50,1,20.0,80.0,644.0,764.0,40.0,10.0,5.0,0
