51
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,35.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,2.0,48.0,515.0,628.0,1.0,10.0,5.0,1
2,1,5.0,30.0,733.0,870.0,2.0,10.0,5.0,1
3,1,65.0,35.0,704.0,847.0,3.0,10.0,5.0,1
4,1,25.0,30.0,415.0,514.0,3.0,10.0,5.0,1
5,1,42.0,7.0,396.0,511.0,5.0,10.0,5.0,1
6,1,2.0,60.0,41.0,208.0,5.0,10.0,5.0,1
7,1,24.0,12.0,25.0,172.0,5.0,10.0,5.0,1
8,1,20.0,50.0,331.0,410.0,5.0,10.0,5.0,1
9,1,65.0,20.0,817.0,956.0,6.0,10.0,5.0,1
10,1,23.0,3.0,620.0,705.0,7.0,10.0,5.0,1
11,1,35.0,17.0,143.0,282.0,7.0,10.0,5.0,1
12,1,20.0,20.0,606.0,693.0,8.0,10.0,5.0,1
13,1,63.0,65.0,686.0,813.0,8.0,10.0,5.0,1
14,1,30.0,5.0,175.0,300.0,8.0,10.0,5.0,1
15,1,40.0,25.0,360.0,437.0,9.0,10.0,5.0,1
16,1,64.0,42.0,190.0,313.0,9.0,10.0,5.0,1
17,1,10.0,43.0,404.0,481.0,9.0,10.0,5.0,1
18,1,45.0,65.0,581.0,666.0,9.0,10.0,5.0,1
19,1,41.0,49.0,707.0,848.0,10.0,10.0,5.0,1
20,1,45.0,20.0,214.0,331.0,11.0,10.0,5.0,1
21,1,53.0,52.0,45.0,200.0,11.0,10.0,5.0,1
22,1,20.0,40.0,377.0,434.0,12.0,10.0,5.0,1
23,1,20.0,65.0,206.0,325.0,12.0,10.0,5.0,1
24,1,55.0,45.0,527.0,584.0,13.0,10.0,5.0,1
25,1,47.0,47.0,547.0,642.0,13.0,10.0,5.0,1
26,1,65.0,55.0,529.0,614.0,14.0,10.0,5.0,1
27,1,5.0,5.0,302.0,405.0,16.0,10.0,5.0,1
28,1,35.0,40.0,104.0,255.0,16.0,10.0,5.0,1
29,1,41.0,37.0,114.0,255.0,16.0,10.0,5.0,1
30,1,6.0,38.0,29.0,189.0,16.0,10.0,5.0,1
31,1,55.0,60.0,400.0,497.0,16.0,10.0,5.0,1
32,1,30.0,60.0,577.0,632.0,16.0,10.0,5.0,1
33,1,15.0,60.0,269.0,378.0,17.0,10.0,5.0,1
34,1,45.0,30.0,588.0,667.0,17.0,10.0,5.0,1
35,1,11.0,14.0,233.0,340.0,18.0,10.0,5.0,1
36,1,45.0,10.0,409.0,494.0,18.0,10.0,5.0,1
37,1,50.0,35.0,228.0,345.0,19.0,10.0,5.0,1
38,1,55.0,20.0,678.0,801.0,19.0,10.0,5.0,1
39,1,10.0,20.0,272.0,373.0,19.0,10.0,5.0,1
40,1,15.0,10.0,32.0,243.0,20.0,10.0,5.0,1
41,1,40.0,60.0,259.0,354.0,21.0,10.0,5.0,0
42,1,35.0,69.0,660.0,777.0,23.0,10.0,5.0,0
43,1,30.0,25.0,690.0,827.0,23.0,10.0,5.0,0
44,1,15.0,30.0,34.0,209.0,26.0,10.0,5.0,0
45,1,31.0,52.0,152.0,275.0,27.0,10.0,5.0,0
46,1,8.0,56.0,85.0,250.0,27.0,10.0,5.0,0
47,1,55.0,5.0,206.0,325.0,29.0,10.0,5.0,0
48,1,6.0,68.0,501.0,540.0,30.0,10.0,5.0,0
49,1,60.0,12.0,33.0,224.0,31.0,10.0,5.0,0
50,1,13.0,52.0,773.0,906.0,36.0,10.0,5.0,0
