101
700.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,52.0,75.0,311.0,471.0,10.0,90.0,45.0,1
2,1,48.0,30.0,493.0,653.0,10.0,90.0,45.0,1
3,1,50.0,30.0,401.0,561.0,10.0,90.0,45.0,1
4,1,38.0,10.0,1630.0,1790.0,10.0,90.0,45.0,1
5,1,42.0,15.0,1065.0,1225.0,10.0,90.0,45.0,1
6,1,25.0,35.0,2385.0,2545.0,10.0,90.0,45.0,1
7,1,25.0,30.0,2200.0,2360.0,10.0,90.0,45.0,1
8,1,44.0,25.0,871.0,1031.0,10.0,90.0,45.0,1
9,1,55.0,80.0,407.0,567.0,10.0,90.0,45.0,1
10,1,36.0,40.0,2856.0,3016.0,10.0,90.0,45.0,1
11,1,30.0,35.0,2480.0,2640.0,10.0,90.0,45.0,1
12,1,30.0,30.0,2105.0,2265.0,10.0,90.0,45.0,1
13,1,32.0,20.0,1913.0,2073.0,10.0,90.0,45.0,1
14,1,33.0,35.0,2573.0,2733.0,10.0,90.0,45.0,1
15,1,35.0,32.0,2758.0,2918.0,10.0,90.0,45.0,1
16,1,48.0,20.0,967.0,1127.0,10.0,90.0,45.0,1
17,1,36.0,18.0,1819.0,1979.0,10.0,90.0,45.0,1
18,1,47.0,35.0,588.0,748.0,10.0,90.0,45.0,1
19,1,42.0,30.0,776.0,936.0,10.0,90.0,45.0,1
20,1,62.0,40.0,3001.0,3161.0,10.0,90.0,45.0,1
21,1,65.0,82.0,788.0,948.0,10.0,90.0,45.0,1
22,1,60.0,60.0,1451.0,1611.0,10.0,90.0,45.0,1
23,1,60.0,55.0,3119.0,3279.0,10.0,90.0,45.0,1
24,1,56.0,64.0,1355.0,1515.0,10.0,90.0,45.0,1
25,1,66.0,55.0,1736.0,1896.0,10.0,90.0,45.0,1
26,1,47.0,40.0,12.0,172.0,10.0,90.0,45.0,1
27,1,72.0,55.0,1832.0,1992.0,10.0,90.0,45.0,1
28,1,87.0,30.0,2608.0,2768.0,10.0,90.0,45.0,1
