26
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,35.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,5.0,30.0,409.0,959.0,2.0,10.0,5.0,1
2,1,25.0,30.0,266.0,663.0,3.0,10.0,5.0,1
3,1,65.0,35.0,633.0,918.0,3.0,10.0,5.0,1
4,1,20.0,50.0,292.0,449.0,5.0,10.0,5.0,1
5,1,65.0,20.0,400.0,956.0,6.0,10.0,5.0,1
6,1,35.0,17.0,74.0,351.0,7.0,10.0,5.0,1
7,1,30.0,5.0,30.0,529.0,8.0,10.0,5.0,1
8,1,45.0,65.0,538.0,709.0,9.0,10.0,5.0,1
9,1,10.0,43.0,288.0,597.0,9.0,10.0,5.0,1
10,1,41.0,49.0,636.0,919.0,10.0,10.0,5.0,1
11,1,45.0,20.0,156.0,389.0,11.0,10.0,5.0,1
12,1,20.0,65.0,33.0,510.0,12.0,10.0,5.0,1
13,1,20.0,40.0,349.0,462.0,12.0,10.0,5.0,1
14,1,55.0,45.0,498.0,613.0,13.0,10.0,5.0,1
15,1,55.0,60.0,254.0,643.0,16.0,10.0,5.0,1
16,1,30.0,60.0,496.0,713.0,16.0,10.0,5.0,1
17,1,15.0,60.0,215.0,432.0,17.0,10.0,5.0,1
18,1,45.0,10.0,280.0,623.0,18.0,10.0,5.0,1
19,1,50.0,35.0,170.0,403.0,19.0,10.0,5.0,1
20,1,10.0,20.0,222.0,423.0,19.0,10.0,5.0,1
21,1,55.0,20.0,470.0,965.0,19.0,10.0,5.0,0
22,1,15.0,10.0,32.0,454.0,20.0,10.0,5.0,0
23,1,30.0,25.0,426.0,978.0,23.0,10.0,5.0,0
24,1,15.0,30.0,20.0,370.0,26.0,10.0,5.0,0
25,1,55.0,5.0,36.0,513.0,29.0,10.0,5.0,0
