51
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,35.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,2.0,48.0,338.0,805.0,1.0,10.0,5.0,1
2,1,5.0,30.0,444.0,959.0,2.0,10.0,5.0,1
3,1,65.0,35.0,435.0,960.0,3.0,10.0,5.0,1
4,1,25.0,30.0,245.0,684.0,3.0,10.0,5.0,1
5,1,42.0,7.0,219.0,688.0,5.0,10.0,5.0,1
6,1,2.0,60.0,41.0,615.0,5.0,10.0,5.0,1
7,1,24.0,12.0,25.0,560.0,5.0,10.0,5.0,1
8,1,20.0,50.0,172.0,569.0,5.0,10.0,5.0,1
9,1,65.0,20.0,438.0,956.0,6.0,10.0,5.0,1
10,1,23.0,3.0,458.0,867.0,7.0,10.0,5.0,1
11,1,35.0,17.0,18.0,534.0,7.0,10.0,5.0,1
12,1,20.0,20.0,443.0,856.0,8.0,10.0,5.0,1
13,1,63.0,65.0,453.0,948.0,8.0,10.0,5.0,1
14,1,30.0,5.0,30.0,519.0,8.0,10.0,5.0,1
15,1,40.0,25.0,201.0,596.0,9.0,10.0,5.0,1
16,1,64.0,42.0,29.0,513.0,9.0,10.0,5.0,1
17,1,10.0,43.0,245.0,640.0,9.0,10.0,5.0,1
18,1,45.0,65.0,418.0,829.0,9.0,10.0,5.0,1
19,1,41.0,49.0,451.0,974.0,10.0,10.0,5.0,1
20,1,45.0,20.0,36.0,509.0,11.0,10.0,5.0,1
21,1,53.0,52.0,24.0,575.0,11.0,10.0,5.0,1
22,1,20.0,40.0,229.0,582.0,12.0,10.0,5.0,1
23,1,20.0,65.0,33.0,511.0,12.0,10.0,5.0,1
24,1,55.0,45.0,378.0,733.0,13.0,10.0,5.0,1
25,1,47.0,47.0,379.0,810.0,13.0,10.0,5.0,1
26,1,65.0,55.0,367.0,776.0,14.0,10.0,5.0,1
27,1,5.0,5.0,130.0,577.0,16.0,10.0,5.0,1
28,1,35.0,40.0,5.0,548.0,16.0,10.0,5.0,1
29,1,41.0,37.0,6.0,526.0,16.0,10.0,5.0,1
30,1,6.0,38.0,29.0,589.0,16.0,10.0,5.0,1
31,1,55.0,60.0,231.0,666.0,16.0,10.0,5.0,1
32,1,30.0,60.0,430.0,779.0,16.0,10.0,5.0,1
33,1,15.0,60.0,95.0,552.0,17.0,10.0,5.0,1
34,1,45.0,30.0,428.0,827.0,17.0,10.0,5.0,1
35,1,11.0,14.0,59.0,514.0,18.0,10.0,5.0,1
36,1,45.0,10.0,246.0,657.0,18.0,10.0,5.0,1
37,1,50.0,35.0,50.0,523.0,19.0,10.0,5.0,1
38,1,55.0,20.0,477.0,965.0,19.0,10.0,5.0,1
39,1,10.0,20.0,102.0,543.0,19.0,10.0,5.0,1
40,1,15.0,10.0,32.0,694.0,20.0,10.0,5.0,1
41,1,40.0,60.0,91.0,522.0,21.0,10.0,5.0,0
42,1,35.0,69.0,482.0,955.0,23.0,10.0,5.0,0
43,1,30.0,25.0,462.0,978.0,23.0,10.0,5.0,0
44,1,15.0,30.0,20.0,610.0,26.0,10.0,5.0,0
45,1,31.0,52.0,17.0,501.0,27.0,10.0,5.0,0
46,1,8.0,56.0,34.0,602.0,27.0,10.0,5.0,0
47,1,55.0,5.0,36.0,514.0,29.0,10.0,5.0,0
48,1,6.0,68.0,362.0,679.0,30.0,10.0,5.0,0
49,1,60.0,12.0,33.0,655.0,31.0,10.0,5.0,0
50,1,13.0,52.0,454.0,962.0,36.0,10.0,5.0,0
