101
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,63.0,23.0,344.0,464.0,2.0,10.0,5.0,1
2,1,31.0,67.0,810.0,930.0,3.0,10.0,5.0,1
3,1,61.0,52.0,808.0,928.0,3.0,10.0,5.0,1
4,1,25.0,30.0,175.0,295.0,3.0,10.0,5.0,1
5,1,65.0,35.0,167.0,287.0,3.0,10.0,5.0,1
6,1,20.0,50.0,375.0,495.0,5.0,10.0,5.0,1
7,1,2.0,60.0,286.0,406.0,5.0,10.0,5.0,1
8,1,56.0,37.0,100.0,220.0,6.0,10.0,5.0,1
9,1,37.0,47.0,359.0,479.0,6.0,10.0,5.0,1
10,1,65.0,20.0,39.0,159.0,6.0,10.0,5.0,1
11,1,23.0,3.0,764.0,884.0,7.0,10.0,5.0,1
12,1,63.0,65.0,60.0,180.0,8.0,10.0,5.0,1
13,1,20.0,20.0,645.0,765.0,8.0,10.0,5.0,1
14,1,64.0,42.0,268.0,388.0,9.0,10.0,5.0,1
15,1,27.0,43.0,152.0,272.0,9.0,10.0,5.0,1
16,1,45.0,65.0,258.0,378.0,9.0,10.0,5.0,1
17,1,26.0,52.0,172.0,292.0,9.0,10.0,5.0,1
18,1,87.0,30.0,621.0,741.0,10.0,10.0,5.0,1
19,1,55.0,82.0,217.0,337.0,10.0,10.0,5.0,1
20,1,20.0,82.0,37.0,157.0,10.0,10.0,5.0,1
21,1,60.0,80.0,64.0,184.0,10.0,10.0,5.0,1
22,1,65.0,82.0,557.0,677.0,10.0,10.0,5.0,1
23,1,18.0,80.0,489.0,609.0,10.0,10.0,5.0,1
24,1,2.0,45.0,105.0,225.0,10.0,10.0,5.0,1
25,1,85.0,25.0,80.0,200.0,10.0,10.0,5.0,1
26,1,42.0,5.0,732.0,852.0,10.0,10.0,5.0,1
27,1,42.0,12.0,440.0,560.0,10.0,10.0,5.0,1
28,1,55.0,80.0,33.0,153.0,10.0,10.0,5.0,1
29,1,88.0,30.0,246.0,366.0,10.0,10.0,5.0,1
30,1,90.0,35.0,194.0,314.0,10.0,10.0,5.0,1
31,1,5.0,45.0,35.0,155.0,10.0,10.0,5.0,1
32,1,92.0,30.0,149.0,269.0,10.0,10.0,5.0,1
33,1,38.0,15.0,681.0,801.0,10.0,10.0,5.0,1
34,1,22.0,85.0,471.0,591.0,10.0,10.0,5.0,1
35,1,40.0,5.0,215.0,335.0,10.0,10.0,5.0,1
36,1,15.0,80.0,367.0,487.0,10.0,10.0,5.0,1
37,1,42.0,15.0,537.0,657.0,10.0,10.0,5.0,1
38,1,49.0,58.0,355.0,475.0,10.0,10.0,5.0,1
39,1,5.0,35.0,653.0,773.0,10.0,10.0,5.0,1
40,1,49.0,42.0,719.0,839.0,13.0,10.0,5.0,1
41,1,47.0,47.0,822.0,942.0,13.0,10.0,5.0,1
42,1,12.0,24.0,359.0,479.0,13.0,10.0,5.0,1
43,1,53.0,43.0,14.0,134.0,14.0,10.0,5.0,1
44,1,65.0,55.0,241.0,361.0,14.0,10.0,5.0,1
45,1,37.0,31.0,105.0,225.0,14.0,10.0,5.0,1
46,1,26.0,35.0,308.0,428.0,15.0,10.0,5.0,1
47,1,35.0,40.0,11.0,131.0,16.0,10.0,5.0,1
48,1,41.0,37.0,566.0,686.0,16.0,10.0,5.0,1
49,1,5.0,5.0,232.0,352.0,16.0,10.0,5.0,1
50,1,55.0,60.0,601.0,721.0,16.0,10.0,5.0,1
51,1,30.0,60.0,599.0,719.0,16.0,10.0,5.0,1
52,1,45.0,30.0,191.0,311.0,17.0,10.0,5.0,1
53,1,15.0,60.0,694.0,814.0,17.0,10.0,5.0,1
54,1,57.0,29.0,395.0,515.0,18.0,10.0,5.0,1
55,1,24.0,58.0,260.0,380.0,19.0,10.0,5.0,1
56,1,55.0,20.0,326.0,446.0,19.0,10.0,5.0,1
57,1,50.0,35.0,557.0,677.0,19.0,10.0,5.0,1
58,1,10.0,20.0,42.0,162.0,19.0,10.0,5.0,1
59,1,25.0,85.0,673.0,793.0,20.0,10.0,5.0,1
60,1,18.0,75.0,388.0,508.0,20.0,10.0,5.0,1
61,1,35.0,5.0,784.0,904.0,20.0,10.0,5.0,1
62,1,8.0,45.0,223.0,343.0,20.0,10.0,5.0,1
63,1,95.0,35.0,146.0,266.0,20.0,10.0,5.0,1
64,1,88.0,35.0,165.0,285.0,20.0,10.0,5.0,1
65,1,15.0,10.0,782.0,902.0,20.0,10.0,5.0,1
66,1,44.0,5.0,335.0,455.0,20.0,10.0,5.0,1
67,1,15.0,75.0,300.0,420.0,20.0,10.0,5.0,1
68,1,10.0,35.0,371.0,491.0,20.0,10.0,5.0,1
69,1,67.0,85.0,657.0,777.0,20.0,10.0,5.0,1
70,1,0.0,45.0,703.0,823.0,20.0,10.0,5.0,1
71,1,0.0,40.0,255.0,375.0,20.0,10.0,5.0,1
72,1,2.0,40.0,174.0,294.0,20.0,10.0,5.0,1
73,1,58.0,75.0,376.0,496.0,20.0,10.0,5.0,1
74,1,55.0,85.0,574.0,694.0,20.0,10.0,5.0,1
75,1,20.0,85.0,73.0,193.0,20.0,10.0,5.0,1
76,1,40.0,60.0,612.0,732.0,21.0,10.0,5.0,1
77,1,30.0,25.0,397.0,517.0,23.0,10.0,5.0,1
78,1,35.0,69.0,810.0,930.0,23.0,10.0,5.0,1
79,1,57.0,48.0,392.0,512.0,23.0,10.0,5.0,1
80,1,67.0,5.0,713.0,833.0,25.0,10.0,5.0,1
81,1,55.0,54.0,562.0,682.0,26.0,10.0,5.0,0
82,1,8.0,56.0,365.0,485.0,27.0,10.0,5.0,0
83,1,31.0,52.0,157.0,277.0,27.0,10.0,5.0,0
84,1,21.0,24.0,349.0,469.0,28.0,10.0,5.0,0
85,1,10.0,40.0,519.0,639.0,30.0,10.0,5.0,0
86,1,22.0,75.0,152.0,272.0,30.0,10.0,5.0,0
87,1,72.0,35.0,507.0,627.0,30.0,10.0,5.0,0
88,1,6.0,68.0,352.0,472.0,30.0,10.0,5.0,0
89,1,38.0,5.0,201.0,321.0,30.0,10.0,5.0,0
90,1,95.0,30.0,529.0,649.0,30.0,10.0,5.0,0
91,1,85.0,35.0,487.0,607.0,30.0,10.0,5.0,0
92,1,62.0,80.0,278.0,398.0,30.0,10.0,5.0,0
93,1,60.0,85.0,329.0,449.0,30.0,10.0,5.0,0
94,1,60.0,12.0,268.0,388.0,31.0,10.0,5.0,0
95,1,4.0,18.0,547.0,667.0,35.0,10.0,5.0,0
96,1,40.0,15.0,375.0,495.0,40.0,10.0,5.0,0
97,1,65.0,85.0,43.0,163.0,40.0,10.0,5.0,0
98,1,20.0,80.0,644.0,764.0,40.0,10.0,5.0,0
99,1,8.0,40.0,195.0,315.0,40.0,10.0,5.0,0
100,1,42.0,10.0,254.0,374.0,40.0,10.0,5.0,0
