101
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,40.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,63.0,23.0,284.0,524.0,2.0,10.0,5.0,1
2,1,31.0,67.0,690.0,930.0,3.0,10.0,5.0,1
3,1,61.0,52.0,688.0,928.0,3.0,10.0,5.0,1
4,1,25.0,30.0,115.0,355.0,3.0,10.0,5.0,1
5,1,65.0,35.0,107.0,347.0,3.0,10.0,5.0,1
6,1,20.0,50.0,315.0,555.0,5.0,10.0,5.0,1
7,1,2.0,60.0,226.0,466.0,5.0,10.0,5.0,1
8,1,56.0,37.0,40.0,280.0,6.0,10.0,5.0,1
9,1,37.0,47.0,299.0,539.0,6.0,10.0,5.0,1
10,1,65.0,20.0,39.0,279.0,6.0,10.0,5.0,1
11,1,23.0,3.0,660.0,900.0,7.0,10.0,5.0,1
12,1,63.0,65.0,27.0,267.0,8.0,10.0,5.0,1
13,1,20.0,20.0,585.0,825.0,8.0,10.0,5.0,1
14,1,64.0,42.0,208.0,448.0,9.0,10.0,5.0,1
15,1,27.0,43.0,92.0,332.0,9.0,10.0,5.0,1
16,1,45.0,65.0,198.0,438.0,9.0,10.0,5.0,1
17,1,26.0,52.0,112.0,352.0,9.0,10.0,5.0,1
18,1,87.0,30.0,561.0,801.0,10.0,10.0,5.0,1
19,1,55.0,82.0,157.0,397.0,10.0,10.0,5.0,1
20,1,20.0,82.0,37.0,277.0,10.0,10.0,5.0,1
21,1,60.0,80.0,36.0,276.0,10.0,10.0,5.0,1
22,1,65.0,82.0,497.0,737.0,10.0,10.0,5.0,1
23,1,18.0,80.0,429.0,669.0,10.0,10.0,5.0,1
24,1,2.0,45.0,45.0,285.0,10.0,10.0,5.0,1
25,1,85.0,25.0,51.0,291.0,10.0,10.0,5.0,1
26,1,42.0,5.0,664.0,904.0,10.0,10.0,5.0,1
27,1,42.0,12.0,380.0,620.0,10.0,10.0,5.0,1
28,1,55.0,80.0,33.0,273.0,10.0,10.0,5.0,1
29,1,88.0,30.0,186.0,426.0,10.0,10.0,5.0,1
30,1,90.0,35.0,134.0,374.0,10.0,10.0,5.0,1
31,1,5.0,45.0,35.0,275.0,10.0,10.0,5.0,1
32,1,92.0,30.0,89.0,329.0,10.0,10.0,5.0,1
33,1,38.0,15.0,621.0,861.0,10.0,10.0,5.0,1
34,1,22.0,85.0,411.0,651.0,10.0,10.0,5.0,1
35,1,40.0,5.0,155.0,395.0,10.0,10.0,5.0,1
36,1,15.0,80.0,307.0,547.0,10.0,10.0,5.0,1
37,1,42.0,15.0,477.0,717.0,10.0,10.0,5.0,1
38,1,49.0,58.0,295.0,535.0,10.0,10.0,5.0,1
39,1,5.0,35.0,593.0,833.0,10.0,10.0,5.0,1
40,1,49.0,42.0,659.0,899.0,13.0,10.0,5.0,1
41,1,47.0,47.0,702.0,942.0,13.0,10.0,5.0,1
42,1,12.0,24.0,299.0,539.0,13.0,10.0,5.0,1
43,1,53.0,43.0,14.0,254.0,14.0,10.0,5.0,1
44,1,65.0,55.0,181.0,421.0,14.0,10.0,5.0,1
45,1,37.0,31.0,45.0,285.0,14.0,10.0,5.0,1
46,1,26.0,35.0,248.0,488.0,15.0,10.0,5.0,1
47,1,35.0,40.0,11.0,251.0,16.0,10.0,5.0,1
48,1,41.0,37.0,506.0,746.0,16.0,10.0,5.0,1
49,1,5.0,5.0,172.0,412.0,16.0,10.0,5.0,1
50,1,55.0,60.0,541.0,781.0,16.0,10.0,5.0,1
51,1,30.0,60.0,539.0,779.0,16.0,10.0,5.0,1
52,1,45.0,30.0,131.0,371.0,17.0,10.0,5.0,1
53,1,15.0,60.0,634.0,874.0,17.0,10.0,5.0,1
54,1,57.0,29.0,335.0,575.0,18.0,10.0,5.0,1
55,1,24.0,58.0,200.0,440.0,19.0,10.0,5.0,1
56,1,55.0,20.0,266.0,506.0,19.0,10.0,5.0,1
57,1,50.0,35.0,497.0,737.0,19.0,10.0,5.0,1
58,1,10.0,20.0,42.0,282.0,19.0,10.0,5.0,1
59,1,25.0,85.0,613.0,853.0,20.0,10.0,5.0,1
60,1,18.0,75.0,328.0,568.0,20.0,10.0,5.0,1
61,1,35.0,5.0,664.0,904.0,20.0,10.0,5.0,1
62,1,8.0,45.0,163.0,403.0,20.0,10.0,5.0,1
63,1,95.0,35.0,86.0,326.0,20.0,10.0,5.0,1
64,1,88.0,35.0,105.0,345.0,20.0,10.0,5.0,1
65,1,15.0,10.0,662.0,902.0,20.0,10.0,5.0,1
66,1,44.0,5.0,275.0,515.0,20.0,10.0,5.0,1
67,1,15.0,75.0,240.0,480.0,20.0,10.0,5.0,1
68,1,10.0,35.0,311.0,551.0,20.0,10.0,5.0,1
69,1,67.0,85.0,597.0,837.0,20.0,10.0,5.0,1
70,1,0.0,45.0,643.0,883.0,20.0,10.0,5.0,1
71,1,0.0,40.0,195.0,435.0,20.0,10.0,5.0,1
72,1,2.0,40.0,114.0,354.0,20.0,10.0,5.0,1
73,1,58.0,75.0,316.0,556.0,20.0,10.0,5.0,1
74,1,55.0,85.0,514.0,754.0,20.0,10.0,5.0,1
75,1,20.0,85.0,40.0,280.0,20.0,10.0,5.0,1
76,1,40.0,60.0,552.0,792.0,21.0,10.0,5.0,1
77,1,30.0,25.0,337.0,577.0,23.0,10.0,5.0,1
78,1,35.0,69.0,690.0,930.0,23.0,10.0,5.0,1
79,1,57.0,48.0,332.0,572.0,23.0,10.0,5.0,1
80,1,67.0,5.0,653.0,893.0,25.0,10.0,5.0,1
81,1,55.0,54.0,502.0,742.0,26.0,10.0,5.0,0
82,1,8.0,56.0,305.0,545.0,27.0,10.0,5.0,0
83,1,31.0,52.0,97.0,337.0,27.0,10.0,5.0,0
84,1,21.0,24.0,289.0,529.0,28.0,10.0,5.0,0
85,1,10.0,40.0,459.0,699.0,30.0,10.0,5.0,0
86,1,22.0,75.0,92.0,332.0,30.0,10.0,5.0,0
87,1,72.0,35.0,447.0,687.0,30.0,10.0,5.0,0
