101
1000.0
id,type,x,y,timeStart,timeEnd,quantity,serviceTimeTruck,serviceTimeDrone,drone
0,0,35.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1,1,15.0,19.0,0.0,964.0,1.0,10.0,5.0,1
2,1,2.0,48.0,0.0,954.0,1.0,10.0,5.0,1
3,1,22.0,22.0,18.0,258.0,2.0,10.0,5.0,1
4,1,63.0,23.0,560.0,800.0,2.0,10.0,5.0,1
5,1,5.0,30.0,682.0,922.0,2.0,10.0,5.0,1
6,1,25.0,30.0,345.0,585.0,3.0,10.0,5.0,1
7,1,65.0,35.0,0.0,960.0,3.0,10.0,5.0,1
8,1,61.0,52.0,322.0,562.0,3.0,10.0,5.0,1
9,1,31.0,67.0,0.0,957.0,3.0,10.0,5.0,1
10,1,17.0,34.0,0.0,971.0,3.0,10.0,5.0,1
11,1,20.0,50.0,0.0,968.0,5.0,10.0,5.0,1
12,1,42.0,7.0,334.0,574.0,5.0,10.0,5.0,1
13,1,37.0,56.0,728.0,968.0,5.0,10.0,5.0,1
14,1,24.0,12.0,25.0,265.0,5.0,10.0,5.0,1
15,1,2.0,60.0,41.0,281.0,5.0,10.0,5.0,1
16,1,56.0,37.0,728.0,968.0,6.0,10.0,5.0,1
17,1,65.0,20.0,716.0,956.0,6.0,10.0,5.0,1
18,1,37.0,47.0,108.0,348.0,6.0,10.0,5.0,1
19,1,53.0,12.0,519.0,759.0,6.0,10.0,5.0,1
20,1,32.0,12.0,0.0,966.0,7.0,10.0,5.0,1
21,1,11.0,31.0,354.0,594.0,7.0,10.0,5.0,1
22,1,23.0,3.0,0.0,955.0,7.0,10.0,5.0,1
23,1,35.0,17.0,0.0,972.0,7.0,10.0,5.0,1
24,1,20.0,20.0,0.0,968.0,8.0,10.0,5.0,1
25,1,46.0,13.0,622.0,862.0,8.0,10.0,5.0,1
26,1,63.0,65.0,630.0,870.0,8.0,10.0,5.0,1
27,1,30.0,5.0,118.0,358.0,8.0,10.0,5.0,1
28,1,15.0,77.0,154.0,394.0,9.0,10.0,5.0,1
29,1,27.0,43.0,0.0,978.0,9.0,10.0,5.0,1
30,1,40.0,25.0,279.0,519.0,9.0,10.0,5.0,1
31,1,20.0,26.0,263.0,503.0,9.0,10.0,5.0,1
32,1,10.0,43.0,323.0,563.0,9.0,10.0,5.0,1
33,1,44.0,17.0,0.0,969.0,9.0,10.0,5.0,1
34,1,26.0,52.0,214.0,454.0,9.0,10.0,5.0,1
35,1,64.0,42.0,0.0,960.0,9.0,10.0,5.0,1
36,1,45.0,65.0,0.0,958.0,9.0,10.0,5.0,1
37,1,27.0,69.0,0.0,955.0,10.0,10.0,5.0,1
38,1,19.0,21.0,0.0,968.0,10.0,10.0,5.0,1
39,1,41.0,49.0,0.0,974.0,10.0,10.0,5.0,1
40,1,49.0,58.0,0.0,963.0,10.0,10.0,5.0,1
41,1,14.0,37.0,0.0,968.0,11.0,10.0,5.0,1
42,1,22.0,27.0,0.0,974.0,11.0,10.0,5.0,1
43,1,53.0,52.0,24.0,264.0,11.0,10.0,5.0,1
44,1,45.0,20.0,0.0,971.0,11.0,10.0,5.0,1
45,1,20.0,65.0,146.0,386.0,12.0,10.0,5.0,1
46,1,25.0,21.0,0.0,972.0,12.0,10.0,5.0,1
47,1,20.0,40.0,0.0,974.0,12.0,10.0,5.0,1
48,1,49.0,42.0,212.0,452.0,13.0,10.0,5.0,1
49,1,12.0,24.0,0.0,964.0,13.0,10.0,5.0,1
50,1,47.0,47.0,0.0,973.0,13.0,10.0,5.0,1
51,1,55.0,45.0,0.0,967.0,13.0,10.0,5.0,1
52,1,37.0,31.0,332.0,572.0,14.0,10.0,5.0,1
53,1,65.0,55.0,0.0,953.0,14.0,10.0,5.0,1
54,1,53.0,43.0,730.0,970.0,14.0,10.0,5.0,1
55,1,26.0,35.0,0.0,981.0,15.0,10.0,5.0,1
56,1,57.0,68.0,0.0,950.0,15.0,10.0,5.0,1
57,1,41.0,37.0,0.0,983.0,16.0,10.0,5.0,1
58,1,55.0,60.0,329.0,569.0,16.0,10.0,5.0,1
59,1,6.0,38.0,29.0,269.0,16.0,10.0,5.0,1
60,1,30.0,60.0,485.0,725.0,16.0,10.0,5.0,1
61,1,15.0,47.0,0.0,966.0,16.0,10.0,5.0,1
62,1,5.0,5.0,234.0,474.0,16.0,10.0,5.0,1
63,1,35.0,40.0,60.0,300.0,16.0,10.0,5.0,1
64,1,18.0,18.0,725.0,965.0,17.0,10.0,5.0,1
65,1,45.0,30.0,0.0,978.0,17.0,10.0,5.0,1
66,1,15.0,60.0,0.0,957.0,17.0,10.0,5.0,1
67,1,45.0,10.0,332.0,572.0,18.0,10.0,5.0,1
68,1,49.0,11.0,0.0,962.0,18.0,10.0,5.0,1
69,1,57.0,29.0,0.0,967.0,18.0,10.0,5.0,1
70,1,11.0,14.0,167.0,407.0,18.0,10.0,5.0,1
71,1,36.0,26.0,740.0,980.0,18.0,10.0,5.0,1
72,1,55.0,20.0,620.0,860.0,19.0,10.0,5.0,1
73,1,50.0,35.0,0.0,975.0,19.0,10.0,5.0,1
74,1,10.0,20.0,0.0,960.0,19.0,10.0,5.0,1
75,1,24.0,58.0,113.0,353.0,19.0,10.0,5.0,1
76,1,15.0,10.0,0.0,957.0,20.0,10.0,5.0,1
77,1,25.0,24.0,0.0,975.0,20.0,10.0,5.0,1
78,1,62.0,77.0,49.0,289.0,20.0,10.0,5.0,1
79,1,40.0,60.0,187.0,427.0,21.0,10.0,5.0,1
80,1,18.0,24.0,729.0,969.0,22.0,10.0,5.0,1
81,1,35.0,69.0,0.0,956.0,23.0,10.0,5.0,0
82,1,30.0,25.0,639.0,879.0,23.0,10.0,5.0,0
83,1,57.0,48.0,307.0,547.0,23.0,10.0,5.0,0
84,1,67.0,5.0,228.0,468.0,25.0,10.0,5.0,0
85,1,49.0,73.0,523.0,763.0,25.0,10.0,5.0,0
86,1,47.0,16.0,0.0,967.0,25.0,10.0,5.0,0
87,1,55.0,54.0,0.0,962.0,26.0,10.0,5.0,0
88,1,15.0,30.0,0.0,969.0,26.0,10.0,5.0,0
89,1,28.0,18.0,314.0,554.0,26.0,10.0,5.0,0
90,1,8.0,56.0,0.0,955.0,27.0,10.0,5.0,0
91,1,31.0,52.0,0.0,972.0,27.0,10.0,5.0,0
92,1,26.0,27.0,0.0,977.0,27.0,10.0,5.0,0
93,1,21.0,24.0,0.0,972.0,28.0,10.0,5.0,0
94,1,55.0,5.0,146.0,386.0,29.0,10.0,5.0,0
95,1,6.0,68.0,401.0,641.0,30.0,10.0,5.0,0
96,1,60.0,12.0,33.0,273.0,31.0,10.0,5.0,0
97,1,4.0,18.0,0.0,954.0,35.0,10.0,5.0,0
98,1,56.0,39.0,575.0,815.0,36.0,10.0,5.0,0
99,1,13.0,52.0,0.0,962.0,36.0,10.0,5.0,0
100,1,16.0,22.0,0.0,966.0,41.0,10.0,5.0,0
